id_transaction;name_customer;name_product;quantity_sold;date_transaction;category_product;unit_price;transaction_amount;region;id_seller
T2772;Customer27;Outdoor Fire Pit;3;2021-11-18;Garden;298.7;896.1;Central;S5
T2773;Customer19;Humidifier;7;2021-07-19;Home Appliances;267.02;1869.14;North-West;S8
T2774;Customer28;Microwave;9;2021-12-07;Home Appliances;409.2;3682.8;Central;S5
T2775;Customer28;Dishwasher;6;2021-07-02;Home Appliances;192.46;1154.76;Central;S5
T2776;Customer15;Laptop;7;2021-11-21;Electronics;286.36;2004.52;South-East;S7
T2777;Customer17;Garden Bench;9;2021-10-26;Garden;158.28;1424.52;West;S4
T2778;Customer12;Garden Sculpture;10;2021-12-10;Garden;174.01;1740.1;North-East;S6
T2779;Customer27;Air Fryer;5;2021-01-23;Home Appliances;172.82;864.1;Central;S5
T2780;Customer7;Digital Camera;9;2021-01-29;Electronics;106.29;956.61;North-West;S8
T2781;Customer4;Grill;7;2021-09-12;Garden;490.4;3432.8;South-West;S9
T2782;Customer13;Air Fryer;1;2021-01-15;Home Appliances;172.82;172.82;East;S3
T2783;Customer21;Digital Camera;9;2021-08-12;Electronics;106.29;956.61;West;S4
T2784;Customer13;Portable Gaming System;6;2021-04-30;Electronics;162.18;973.08;East;S3
T2785;Customer24;Solar Light;10;2021-07-20;Garden;497.68;4976.8;North-West;S8
T2786;Customer18;Slow Cooker;1;2021-03-18;Home Appliances;142.42;142.42;North-East;S6
T2787;Customer21;Garden Hose;5;2021-10-05;Garden;80.36;401.8;West;S4
T2788;Customer16;Solar Light;6;2021-04-02;Garden;497.68;2986.08;East;S3
T2789;Customer30;Wearable Fitness Tracker;8;2021-05-07;Electronics;383.13;3065.04;South-West;S9
T2790;Customer17;Drone;2;2021-01-05;Electronics;373.0;746.0;West;S4
T2791;Customer9;Camera;3;2021-07-29;Electronics;180.47;541.41;Central;S5
T2792;Customer9;Washing Machine;10;2021-10-01;Home Appliances;175.81;1758.1;Central;S5
T2793;Customer28;Dishwasher;8;2021-03-16;Home Appliances;192.46;1539.68;Central;S5
T2794;Customer5;Steam Iron;4;2021-01-16;Home Appliances;385.8;1543.2;Central;S5
T2795;Customer6;Action Camera;10;2021-08-19;Electronics;67.45;674.5;South;S2
T2796;Customer9;Headphones;5;2021-01-15;Electronics;486.39;2431.95;Central;S5
T2797;Customer16;Rain Barrel;7;2021-10-03;Garden;474.58;3322.06;East;S3
T2798;Customer30;Patio Umbrella;1;2021-10-11;Garden;391.96;391.96;South-West;S9
T2799;Customer21;Electric Toothbrush;5;2021-04-01;Home Appliances;320.83;1604.15;West;S4
T2800;Customer13;Microwave;10;2021-11-14;Home Appliances;409.2;4092.0;East;S3
T2801;Customer12;Air Purifier;7;2021-07-15;Home Appliances;289.79;2028.53;North-East;S6
T2802;Customer20;Tablet;3;2021-11-12;Electronics;366.3;1098.9;South;S2
T2803;Customer7;Wearable Fitness Tracker;7;2021-02-04;Electronics;383.13;2681.91;North-West;S8
T2804;Customer18;Washing Machine;7;2021-01-30;Home Appliances;175.81;1230.67;North-East;S6
T2805;Customer8;Pruning Shears;6;2021-09-06;Garden;182.53;1095.18;West;S4
T2806;Customer19;Microwave;5;2021-07-04;Home Appliances;409.2;2046.0;North-West;S8
T2807;Customer11;Air Purifier;6;2021-06-16;Home Appliances;289.79;1738.74;Central;S5
T2808;Customer11;Wheelbarrow;4;2021-06-21;Garden;197.72;790.88;Central;S5
T2809;Customer4;E-reader;7;2021-09-24;Electronics;124.11;868.77;South-West;S9
T2810;Customer28;Wearable Fitness Tracker;7;2021-05-06;Electronics;383.13;2681.91;Central;S5
T2811;Customer22;Wearable Fitness Tracker;7;2021-11-24;Electronics;383.13;2681.91;East;S3
T2812;Customer27;Noise Cancelling Headphones;7;2021-01-15;Electronics;398.86;2792.02;Central;S5
T2813;Customer26;Solar Light;6;2021-01-10;Garden;497.68;2986.08;North;S1
T2814;Customer8;Bluetooth Speaker;9;2021-06-02;Electronics;193.92;1745.28;West;S4
T2815;Customer20;Drone;8;2021-12-18;Electronics;373.0;2984.0;South;S2
T2816;Customer25;Dishwasher;2;2021-01-30;Home Appliances;192.46;384.92;South-East;S7
T2817;Customer16;Grill;9;2021-11-07;Garden;490.4;4413.6;East;S3
T2818;Customer12;Digital Camera;3;2021-01-07;Electronics;106.29;318.87;North-East;S6
T2819;Customer21;Humidifier;8;2021-03-09;Home Appliances;267.02;2136.16;West;S4
T2820;Customer7;Stand Mixer;6;2021-09-14;Home Appliances;308.99;1853.94;North-West;S8
T2821;Customer2;Patio Umbrella;6;2021-04-06;Garden;391.96;2351.76;North-East;S6
T2822;Customer8;Microwave;10;2021-12-17;Home Appliances;409.2;4092.0;West;S4
T2823;Customer1;Game Console;9;2021-01-26;Electronics;172.31;1550.79;South-East;S7
T2824;Customer11;VR Headset;7;2021-09-20;Electronics;421.47;2950.29;Central;S5
T2825;Customer4;Washing Machine;5;2021-11-01;Home Appliances;175.81;879.05;South-West;S9
T2826;Customer24;Camera;9;2021-09-04;Electronics;180.47;1624.23;North-West;S8
T2827;Customer2;Smart Home Hub;8;2021-04-18;Electronics;436.04;3488.32;North-East;S6
T2828;Customer5;Grill;10;2021-04-25;Garden;490.4;4904.0;Central;S5
T2829;Customer7;Rain Barrel;3;2021-11-15;Garden;474.58;1423.74;North-West;S8
T2830;Customer1;Garden Sculpture;3;2021-02-22;Garden;174.01;522.03;South-East;S7
T2831;Customer16;Electric Kettle;8;2021-09-29;Home Appliances;386.45;3091.6;East;S3
T2832;Customer16;Pruning Shears;9;2021-12-19;Garden;182.53;1642.77;East;S3
T2833;Customer13;Wireless Charger;4;2021-06-02;Electronics;347.48;1389.92;East;S3
T2834;Customer20;Watering Can;6;2021-09-16;Garden;327.29;1963.74;South;S2
T2835;Customer13;Washing Machine;6;2021-11-18;Home Appliances;175.81;1054.86;East;S3
T2836;Customer19;Outdoor Fire Pit;3;2021-08-16;Garden;298.7;896.1;North-West;S8
T2837;Customer30;Electric Kettle;8;2021-09-10;Home Appliances;386.45;3091.6;South-West;S9
T2838;Customer11;VR Headset;7;2021-06-29;Electronics;421.47;2950.29;Central;S5
T2839;Customer9;Rice Cooker;5;2021-10-04;Home Appliances;360.77;1803.85;Central;S5
T2840;Customer12;Coffee Machine;1;2021-01-12;Home Appliances;488.53;488.53;North-East;S6
T2841;Customer9;E-reader;1;2021-12-15;Electronics;124.11;124.11;Central;S5
T2842;Customer19;Drone;1;2021-05-14;Electronics;373.0;373.0;North-West;S8
T2843;Customer29;Digital Camera;4;2021-05-16;Electronics;106.29;425.16;South-East;S7
T2844;Customer13;Electric Grill;8;2021-07-30;Home Appliances;269.68;2157.44;East;S3
T2845;Customer10;Rice Cooker;1;2021-03-23;Home Appliances;360.77;360.77;South-East;S7
T2846;Customer13;Electric Toothbrush;8;2021-09-07;Home Appliances;320.83;2566.64;East;S3
T2847;Customer26;VR Headset;2;2021-10-30;Electronics;421.47;842.94;North;S1
T2848;Customer12;Garden Fork;1;2021-10-14;Garden;445.02;445.02;North-East;S6
T2849;Customer2;Outdoor Fire Pit;8;2021-04-28;Garden;298.7;2389.6;North-East;S6
T2850;Customer16;Action Camera;1;2021-10-01;Electronics;67.45;67.45;East;S3
T2851;Customer7;Noise Cancelling Headphones;8;2021-06-25;Electronics;398.86;3190.88;North-West;S8
T2852;Customer14;Electric Toothbrush;3;2021-01-19;Home Appliances;320.83;962.49;North-West;S8
T2853;Customer16;Steam Iron;3;2021-10-24;Home Appliances;385.8;1157.4;East;S3
T2854;Customer9;Solar Light;6;2021-04-23;Garden;497.68;2986.08;Central;S5
T2855;Customer15;Grill;5;2021-08-11;Garden;490.4;2452.0;South-East;S7
T2856;Customer15;Toaster;10;2021-12-01;Home Appliances;472.73;4727.3;South-East;S7
T2857;Customer4;Wheelbarrow;1;2021-07-01;Garden;197.72;197.72;South-West;S9
T2858;Customer20;Garden Bench;2;2021-02-20;Garden;158.28;316.56;South;S2
T2859;Customer14;Refrigerator;2;2021-12-04;Home Appliances;177.97;355.94;North-West;S8
T2860;Customer22;Garden Hose;4;2021-06-21;Garden;80.36;321.44;East;S3
T2861;Customer26;Rain Barrel;10;2021-02-18;Garden;474.58;4745.8;North;S1
T2862;Customer17;Refrigerator;6;2021-01-22;Home Appliances;177.97;1067.82;West;S4
T2863;Customer29;Laptop;10;2021-07-06;Electronics;286.36;2863.6;South-East;S7
T2864;Customer14;Hair Dryer;7;2021-11-11;Home Appliances;466.13;3262.91;North-West;S8
T2865;Customer6;Grill;6;2021-05-28;Garden;490.4;2942.4;South;S2
T2866;Customer14;Projector;8;2021-02-05;Electronics;498.57;3988.56;North-West;S8
T2867;Customer24;Coffee Machine;5;2021-02-10;Home Appliances;488.53;2442.65;North-West;S8
T2868;Customer4;Toaster;4;2021-04-22;Home Appliances;472.73;1890.92;South-West;S9
T2869;Customer6;Slow Cooker;2;2021-02-13;Home Appliances;142.42;284.84;South;S2
T2870;Customer13;Coffee Machine;10;2021-01-17;Home Appliances;488.53;4885.3;East;S3
T2871;Customer7;External Hard Drive;3;2021-05-16;Electronics;303.42;910.26;North-West;S8
T2872;Customer21;Digital Camera;7;2021-08-24;Electronics;106.29;744.03;West;S4
T2873;Customer25;Laptop;5;2021-02-03;Electronics;286.36;1431.8;South-East;S7
T2874;Customer13;Bird Feeder;1;2021-02-11;Garden;259.8;259.8;East;S3
T2875;Customer18;Coffee Machine;1;2021-03-10;Home Appliances;488.53;488.53;North-East;S6
T2876;Customer13;External Hard Drive;6;2021-06-11;Electronics;303.42;1820.52;East;S3
T2877;Customer4;Watering Can;4;2021-10-12;Garden;327.29;1309.16;South-West;S9
T2878;Customer20;Camera;4;2021-03-08;Electronics;180.47;721.88;South;S2
T2879;Customer17;Watering Can;5;2021-03-01;Garden;327.29;1636.45;West;S4
T2880;Customer9;Garden Sculpture;5;2021-10-31;Garden;174.01;870.05;Central;S5
T2881;Customer26;Washing Machine;9;2021-07-26;Home Appliances;175.81;1582.29;North;S1
T2882;Customer4;Garden Sculpture;5;2021-06-26;Garden;174.01;870.05;South-West;S9
T2883;Customer24;Dishwasher;8;2021-02-03;Home Appliances;192.46;1539.68;North-West;S8
T2884;Customer16;Grill;4;2021-11-30;Garden;490.4;1961.6;East;S3
T2885;Customer19;Noise Cancelling Headphones;8;2021-08-23;Electronics;398.86;3190.88;North-West;S8
T2886;Customer2;Air Purifier;4;2021-06-22;Home Appliances;289.79;1159.16;North-East;S6
T2887;Customer19;Watering Can;10;2021-12-13;Garden;327.29;3272.9;North-West;S8
T2888;Customer12;Garden Sculpture;6;2021-11-04;Garden;174.01;1044.06;North-East;S6
T2889;Customer1;Humidifier;4;2021-05-24;Home Appliances;267.02;1068.08;South-East;S7
T2890;Customer28;Camera;1;2021-02-11;Electronics;180.47;180.47;Central;S5
T2891;Customer16;Smartphone;3;2021-07-20;Electronics;443.38;1330.14;East;S3
T2892;Customer8;Pruning Shears;8;2021-02-02;Garden;182.53;1460.24;West;S4
T2893;Customer10;Patio Heater;1;2021-06-22;Garden;264.27;264.27;South-East;S7
T2894;Customer26;Hair Dryer;6;2021-05-28;Home Appliances;466.13;2796.78;North;S1
T2895;Customer21;Wearable Fitness Tracker;7;2021-03-04;Electronics;383.13;2681.91;West;S4
T2896;Customer18;Electric Toothbrush;10;2021-01-07;Home Appliances;320.83;3208.3;North-East;S6
T2897;Customer10;Outdoor Fire Pit;2;2021-11-09;Garden;298.7;597.4;South-East;S7
T2898;Customer10;Toaster;7;2021-12-06;Home Appliances;472.73;3309.11;South-East;S7
T2899;Customer7;Vacuum Cleaner;2;2021-08-04;Home Appliances;321.36;642.72;North-West;S8
T2900;Customer6;Smartwatch;9;2021-12-06;Electronics;133.49;1201.41;South;S2
T2901;Customer30;Portable Gaming System;2;2021-11-07;Electronics;162.18;324.36;South-West;S9
T2902;Customer15;Steam Iron;1;2021-02-05;Home Appliances;385.8;385.8;South-East;S7
T2903;Customer21;Smartphone;3;2021-06-07;Electronics;443.38;1330.14;West;S4
T2904;Customer9;Air Fryer;2;2021-05-11;Home Appliances;172.82;345.64;Central;S5
T2905;Customer11;Dishwasher;6;2021-04-18;Home Appliances;192.46;1154.76;Central;S5
T2906;Customer3;Air Purifier;1;2021-09-01;Home Appliances;289.79;289.79;South;S2
T2907;Customer24;Garden Sculpture;7;2021-04-21;Garden;174.01;1218.07;North-West;S8
T2908;Customer18;E-reader;4;2021-12-19;Electronics;124.11;496.44;North-East;S6
T2909;Customer14;Washing Machine;9;2021-07-10;Home Appliances;175.81;1582.29;North-West;S8
T2910;Customer5;Microwave;4;2021-04-18;Home Appliances;409.2;1636.8;Central;S5
T2911;Customer18;Dishwasher;10;2021-01-06;Home Appliances;192.46;1924.6;North-East;S6
T2912;Customer20;Humidifier;3;2021-09-29;Home Appliances;267.02;801.06;South;S2
T2913;Customer12;Bread Maker;7;2021-01-19;Home Appliances;97.27;680.89;North-East;S6
T2914;Customer9;Coffee Machine;2;2021-03-21;Home Appliances;488.53;977.06;Central;S5
T2915;Customer24;Projector;10;2021-11-27;Electronics;498.57;4985.7;North-West;S8
T2916;Customer24;Grill;6;2021-09-24;Garden;490.4;2942.4;North-West;S8
T2917;Customer29;Solar Light;3;2021-06-01;Garden;497.68;1493.04;South-East;S7
T2918;Customer11;Drone;7;2021-05-26;Electronics;373.0;2611.0;Central;S5
T2919;Customer2;Shovel;4;2021-04-24;Garden;119.01;476.04;North-East;S6
T2920;Customer4;Garden Sculpture;7;2021-12-01;Garden;174.01;1218.07;South-West;S9
T2921;Customer16;Humidifier;2;2021-04-10;Home Appliances;267.02;534.04;East;S3
T2922;Customer1;Pruning Shears;8;2021-08-10;Garden;182.53;1460.24;South-East;S7
T2923;Customer7;Garden Sculpture;1;2021-08-25;Garden;174.01;174.01;North-West;S8
T2924;Customer19;Laptop;8;2021-04-30;Electronics;286.36;2290.88;North-West;S8
T2925;Customer21;Rain Barrel;4;2021-09-26;Garden;474.58;1898.32;West;S4
T2926;Customer20;Garden Fork;3;2021-11-21;Garden;445.02;1335.06;South;S2
T2927;Customer26;Microwave;9;2021-03-13;Home Appliances;409.2;3682.8;North;S1
T2928;Customer11;Shovel;9;2021-04-25;Garden;119.01;1071.09;Central;S5
T2929;Customer28;Refrigerator;4;2021-03-26;Home Appliances;177.97;711.88;Central;S5
T2930;Customer27;Rice Cooker;6;2021-03-22;Home Appliances;360.77;2164.62;Central;S5
T2931;Customer3;Outdoor Fire Pit;8;2021-03-07;Garden;298.7;2389.6;South;S2
T2932;Customer7;Game Console;5;2021-03-13;Electronics;172.31;861.55;North-West;S8
T2933;Customer21;Noise Cancelling Headphones;3;2021-08-10;Electronics;398.86;1196.58;West;S4
T2934;Customer11;Action Camera;2;2021-04-30;Electronics;67.45;134.9;Central;S5
T2935;Customer11;Leaf Blower;1;2021-01-22;Garden;203.1;203.1;Central;S5
T2936;Customer30;Leaf Blower;5;2021-11-11;Garden;203.1;1015.5;South-West;S9
T2937;Customer7;Projector;7;2021-01-24;Electronics;498.57;3489.99;North-West;S8
T2938;Customer9;Slow Cooker;5;2021-02-06;Home Appliances;142.42;712.1;Central;S5
T2939;Customer27;External Hard Drive;9;2021-04-11;Electronics;303.42;2730.78;Central;S5
T2940;Customer15;Electric Kettle;1;2021-11-13;Home Appliances;386.45;386.45;South-East;S7
T2941;Customer20;Drone;9;2021-07-29;Electronics;373.0;3357.0;South;S2
T2942;Customer26;Action Camera;5;2021-08-04;Electronics;67.45;337.25;North;S1
T2943;Customer4;Compost Bin;1;2021-06-04;Garden;458.17;458.17;South-West;S9
T2944;Customer2;Tablet;5;2021-08-03;Electronics;366.3;1831.5;North-East;S6
T2945;Customer26;Portable Gaming System;7;2021-11-23;Electronics;162.18;1135.26;North;S1
T2946;Customer12;Garden Bench;3;2021-06-14;Garden;158.28;474.84;North-East;S6
T2947;Customer10;Refrigerator;5;2021-11-01;Home Appliances;177.97;889.85;South-East;S7
T2948;Customer18;Garden Fork;8;2021-08-06;Garden;445.02;3560.16;North-East;S6
T2949;Customer2;Smartwatch;3;2021-04-11;Electronics;133.49;400.47;North-East;S6
T2950;Customer20;Sprinkler;6;2021-05-03;Garden;252.06;1512.36;South;S2
T2951;Customer9;Air Purifier;10;2021-02-11;Home Appliances;289.79;2897.9;Central;S5
T2952;Customer24;Slow Cooker;4;2021-03-18;Home Appliances;142.42;569.68;North-West;S8
T2953;Customer17;Garden Sculpture;7;2021-10-27;Garden;174.01;1218.07;West;S4
T2954;Customer26;Blender;4;2021-10-28;Home Appliances;448.75;1795.0;North;S1
T2955;Customer18;Vacuum Cleaner;5;2021-01-07;Home Appliances;321.36;1606.8;North-East;S6
T2956;Customer9;Wireless Charger;5;2021-02-04;Electronics;347.48;1737.4;Central;S5
T2957;Customer26;Shovel;6;2021-06-25;Garden;119.01;714.06;North;S1
T2958;Customer7;Bird Feeder;4;2021-01-17;Garden;259.8;1039.2;North-West;S8
T2959;Customer9;Stand Mixer;8;2021-11-21;Home Appliances;308.99;2471.92;Central;S5
T2960;Customer29;VR Headset;2;2021-01-23;Electronics;421.47;842.94;South-East;S7
T2961;Customer22;Smartphone;7;2021-11-08;Electronics;443.38;3103.66;East;S3
T2962;Customer26;Electric Toothbrush;2;2021-06-14;Home Appliances;320.83;641.66;North;S1
T2963;Customer26;Washing Machine;5;2021-10-27;Home Appliances;175.81;879.05;North;S1
T2964;Customer24;E-reader;6;2021-11-29;Electronics;124.11;744.66;North-West;S8
T2965;Customer8;Garden Hose;5;2021-11-29;Garden;80.36;401.8;West;S4
T2966;Customer27;Camera;2;2021-06-08;Electronics;180.47;360.94;Central;S5
T2967;Customer11;Microwave;6;2021-10-07;Home Appliances;409.2;2455.2;Central;S5
T2968;Customer9;Drone;2;2021-04-23;Electronics;373.0;746.0;Central;S5
T2969;Customer8;Blender;7;2021-05-31;Home Appliances;448.75;3141.25;West;S4
T2970;Customer8;Humidifier;3;2021-02-05;Home Appliances;267.02;801.06;West;S4
T2971;Customer30;Smart Home Hub;7;2021-05-30;Electronics;436.04;3052.28;South-West;S9
T2972;Customer18;Blender;8;2021-01-18;Home Appliances;448.75;3590.0;North-East;S6
T2973;Customer24;Noise Cancelling Headphones;3;2021-11-16;Electronics;398.86;1196.58;North-West;S8
T2974;Customer24;Drone;3;2021-03-02;Electronics;373.0;1119.0;North-West;S8
T2975;Customer10;Refrigerator;4;2021-04-28;Home Appliances;177.97;711.88;South-East;S7
T2976;Customer21;Humidifier;5;2021-01-10;Home Appliances;267.02;1335.1;West;S4
T2977;Customer28;Washing Machine;8;2021-12-02;Home Appliances;175.81;1406.48;Central;S5
T2978;Customer6;Headphones;4;2021-07-13;Electronics;486.39;1945.56;South;S2
T2979;Customer5;Headphones;3;2021-04-20;Electronics;486.39;1459.17;Central;S5
T2980;Customer19;Leaf Blower;2;2021-04-08;Garden;203.1;406.2;North-West;S8
T2981;Customer19;Rain Barrel;10;2021-07-22;Garden;474.58;4745.8;North-West;S8
T2982;Customer8;Rain Barrel;10;2021-09-02;Garden;474.58;4745.8;West;S4
T2983;Customer25;Projector;10;2021-04-04;Electronics;498.57;4985.7;South-East;S7
T2984;Customer27;Noise Cancelling Headphones;7;2021-12-06;Electronics;398.86;2792.02;Central;S5
T2985;Customer24;Blender;4;2021-11-11;Home Appliances;448.75;1795.0;North-West;S8
T2986;Customer12;Electric Toothbrush;4;2021-04-12;Home Appliances;320.83;1283.32;North-East;S6
T2987;Customer14;Smart Home Hub;10;2021-06-09;Electronics;436.04;4360.4;North-West;S8
T2988;Customer11;Garden Sculpture;8;2021-10-14;Garden;174.01;1392.08;Central;S5
T2989;Customer11;Electric Toothbrush;1;2021-02-21;Home Appliances;320.83;320.83;Central;S5
T2990;Customer12;Rain Barrel;6;2021-02-24;Garden;474.58;2847.48;North-East;S6
T2991;Customer5;Steam Iron;4;2021-04-19;Home Appliances;385.8;1543.2;Central;S5
T2992;Customer13;Garden Bench;2;2021-02-22;Garden;158.28;316.56;East;S3
T2993;Customer25;Wearable Fitness Tracker;3;2021-11-23;Electronics;383.13;1149.39;South-East;S7
T2994;Customer10;VR Headset;4;2021-05-12;Electronics;421.47;1685.88;South-East;S7
T2995;Customer8;Garden Bench;4;2021-09-12;Garden;158.28;633.12;West;S4
T2996;Customer27;Slow Cooker;5;2021-02-10;Home Appliances;142.42;712.1;Central;S5
T2997;Customer8;Lawn Mower;2;2021-02-19;Garden;319.8;639.6;West;S4
T2998;Customer10;Blender;9;2021-07-21;Home Appliances;448.75;4038.75;South-East;S7
T2999;Customer23;Portable Gaming System;8;2021-10-30;Electronics;162.18;1297.44;South-East;S7
T3000;Customer9;Wireless Charger;6;2021-04-10;Electronics;347.48;2084.88;Central;S5
T3001;Customer25;Washing Machine;3;2021-04-02;Home Appliances;175.81;527.43;South-East;S7
T3002;Customer19;Grill;7;2021-05-24;Garden;490.4;3432.8;North-West;S8
T3003;Customer12;Microwave;10;2021-07-05;Home Appliances;409.2;4092.0;North-East;S6
T3004;Customer15;Garden Hose;3;2021-09-27;Garden;80.36;241.08;South-East;S7
T3005;Customer9;Outdoor Fire Pit;4;2021-04-24;Garden;298.7;1194.8;Central;S5
T3006;Customer14;Humidifier;7;2021-08-20;Home Appliances;267.02;1869.14;North-West;S8
T3007;Customer18;Shovel;8;2021-04-18;Garden;119.01;952.08;North-East;S6
T3008;Customer25;Steam Iron;6;2021-10-17;Home Appliances;385.8;2314.8;South-East;S7
T3009;Customer9;Electric Grill;4;2021-02-02;Home Appliances;269.68;1078.72;Central;S5
T3010;Customer6;Electric Kettle;4;2021-10-05;Home Appliances;386.45;1545.8;South;S2
T3011;Customer21;Humidifier;5;2021-09-27;Home Appliances;267.02;1335.1;West;S4
T3012;Customer28;Tablet;7;2021-08-23;Electronics;366.3;2564.1;Central;S5
T3013;Customer16;Air Purifier;7;2021-05-15;Home Appliances;289.79;2028.53;East;S3
T3014;Customer13;Outdoor Fire Pit;2;2021-02-01;Garden;298.7;597.4;East;S3
T3015;Customer15;Wheelbarrow;6;2021-05-21;Garden;197.72;1186.32;South-East;S7
T3016;Customer16;Tablet;10;2021-08-02;Electronics;366.3;3663.0;East;S3
T3017;Customer14;Electric Kettle;10;2021-12-02;Home Appliances;386.45;3864.5;North-West;S8
T3018;Customer10;Microwave;4;2021-07-25;Home Appliances;409.2;1636.8;South-East;S7
T3019;Customer1;Shovel;2;2021-03-10;Garden;119.01;238.02;South-East;S7
T3020;Customer20;Blender;2;2021-03-12;Home Appliances;448.75;897.5;South;S2
T3021;Customer4;Hair Dryer;3;2021-07-02;Home Appliances;466.13;1398.39;South-West;S9
T3022;Customer25;Patio Umbrella;4;2021-11-05;Garden;391.96;1567.84;South-East;S7
T3023;Customer9;External Hard Drive;10;2021-07-15;Electronics;303.42;3034.2;Central;S5
T3024;Customer13;Pruning Shears;3;2021-12-09;Garden;182.53;547.59;East;S3
T3025;Customer30;Hedge Trimmer;5;2021-08-01;Garden;115.83;579.15;South-West;S9
T3026;Customer18;Hedge Trimmer;6;2021-03-29;Garden;115.83;694.98;North-East;S6
T3027;Customer3;Humidifier;2;2021-09-05;Home Appliances;267.02;534.04;South;S2
T3028;Customer25;Air Fryer;8;2021-03-27;Home Appliances;172.82;1382.56;South-East;S7
T3029;Customer20;Steam Iron;7;2021-04-12;Home Appliances;385.8;2700.6;South;S2
T3030;Customer10;Smart Home Hub;10;2021-11-27;Electronics;436.04;4360.4;South-East;S7
T3031;Customer7;Humidifier;9;2021-09-29;Home Appliances;267.02;2403.18;North-West;S8
T3032;Customer2;Drone;7;2021-05-25;Electronics;373.0;2611.0;North-East;S6
T3033;Customer2;Bread Maker;6;2021-12-18;Home Appliances;97.27;583.62;North-East;S6
T3034;Customer21;Leaf Blower;5;2021-06-25;Garden;203.1;1015.5;West;S4
T3035;Customer1;Electric Grill;4;2021-04-09;Home Appliances;269.68;1078.72;South-East;S7
T3036;Customer17;Solar Light;4;2021-07-25;Garden;497.68;1990.72;West;S4
T3037;Customer23;Refrigerator;1;2021-06-16;Home Appliances;177.97;177.97;South-East;S7
T3038;Customer14;Sprinkler;1;2021-09-02;Garden;252.06;252.06;North-West;S8
T3039;Customer2;Smartwatch;3;2021-09-04;Electronics;133.49;400.47;North-East;S6
T3040;Customer17;Garden Hose;7;2021-01-27;Garden;80.36;562.52;West;S4
T3041;Customer30;Air Purifier;3;2021-02-04;Home Appliances;289.79;869.37;South-West;S9
T3042;Customer23;Smartwatch;5;2021-08-13;Electronics;133.49;667.45;South-East;S7
T3043;Customer19;Wearable Fitness Tracker;9;2021-02-06;Electronics;383.13;3448.17;North-West;S8
T3044;Customer7;Bird Feeder;9;2021-05-12;Garden;259.8;2338.2;North-West;S8
T3045;Customer30;Noise Cancelling Headphones;7;2021-10-23;Electronics;398.86;2792.02;South-West;S9
T3046;Customer4;Solar Light;7;2021-01-24;Garden;497.68;3483.76;South-West;S9
T3047;Customer16;Sprinkler;7;2021-06-15;Garden;252.06;1764.42;East;S3
T3048;Customer6;Outdoor Fire Pit;8;2021-09-14;Garden;298.7;2389.6;South;S2
T3049;Customer8;Laptop;3;2021-10-01;Electronics;286.36;859.08;West;S4
T3050;Customer6;Headphones;9;2021-11-25;Electronics;486.39;4377.51;South;S2
T3051;Customer17;Hair Dryer;10;2021-02-15;Home Appliances;466.13;4661.3;West;S4
T3052;Customer17;Game Console;5;2021-05-26;Electronics;172.31;861.55;West;S4
T3053;Customer15;Outdoor Fire Pit;9;2021-11-30;Garden;298.7;2688.3;South-East;S7
T3054;Customer21;Electric Toothbrush;8;2021-02-01;Home Appliances;320.83;2566.64;West;S4
T3055;Customer25;Patio Umbrella;1;2021-04-07;Garden;391.96;391.96;South-East;S7
T3056;Customer5;Washing Machine;2;2021-01-14;Home Appliances;175.81;351.62;Central;S5
T3057;Customer20;Bird Feeder;9;2021-01-13;Garden;259.8;2338.2;South;S2
T3058;Customer29;Electric Toothbrush;7;2021-04-30;Home Appliances;320.83;2245.81;South-East;S7
T3059;Customer14;Projector;9;2021-02-11;Electronics;498.57;4487.13;North-West;S8
T3060;Customer8;Rice Cooker;5;2021-06-27;Home Appliances;360.77;1803.85;West;S4
T3061;Customer4;Wheelbarrow;4;2021-05-10;Garden;197.72;790.88;South-West;S9
T3062;Customer20;Hair Dryer;7;2021-05-12;Home Appliances;466.13;3262.91;South;S2
T3063;Customer11;Bread Maker;1;2021-09-23;Home Appliances;97.27;97.27;Central;S5
T3064;Customer12;Blender;2;2021-05-20;Home Appliances;448.75;897.5;North-East;S6
T3065;Customer17;Hedge Trimmer;6;2021-08-30;Garden;115.83;694.98;West;S4
T3066;Customer25;Lawn Mower;10;2021-07-01;Garden;319.8;3198.0;South-East;S7
T3067;Customer19;Drone;5;2021-02-10;Electronics;373.0;1865.0;North-West;S8
T3068;Customer14;Lawn Mower;7;2021-11-25;Garden;319.8;2238.6;North-West;S8
T3069;Customer16;Compost Bin;5;2021-02-17;Garden;458.17;2290.85;East;S3
T3070;Customer28;Smartwatch;2;2021-09-19;Electronics;133.49;266.98;Central;S5
T3071;Customer12;Rice Cooker;3;2021-03-25;Home Appliances;360.77;1082.31;North-East;S6
T3072;Customer3;Solar Light;8;2021-05-06;Garden;497.68;3981.44;South;S2
T3073;Customer11;Coffee Machine;5;2021-04-20;Home Appliances;488.53;2442.65;Central;S5
T3074;Customer14;Bread Maker;8;2021-04-24;Home Appliances;97.27;778.16;North-West;S8
T3075;Customer11;Garden Sculpture;6;2021-05-24;Garden;174.01;1044.06;Central;S5
T3076;Customer10;Garden Bench;1;2021-06-09;Garden;158.28;158.28;South-East;S7
T3077;Customer13;Laptop;6;2021-10-06;Electronics;286.36;1718.16;East;S3
